TargetSiteID,Site name,Site type,Owner type,Company,Easting,Northing,StatusSummary,Status_2012,Status_2013,Status_2014,Status_2015,Status_2016,Status_2017,Status_2018,Status_2019,Status_2020,Survey_2012,Survey_2013,Survey_2014,Survey_2015,Survey_2016,Survey_2017,Survey_2018,Survey_2019,Survey_2020,SPHN_2013,SPHN_2014,SPHN_2015,SPHN_2016,SPHN_2017,SPHN_2018,SPHN_2019,SPHN_2020,Spray_2013,Spray_2014,Spray_2015,Spray_2016,Spray_2017,Spray_2018,Spray_2019,Spray_2020,Nest removal_2013,Nest removal_2014,Nest removal_2015,Nest removal_2016,Nest removal_2017,Nest removal_2018
11966,Mansfield Hill,Road verge,Local Authority,London Borough of Waltham Forest,537684,194022,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11967,Mansfield Park,Park / public garden,Local Authority,London Borough of Waltham Forest,537474,194064,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11968,"Round Oak estate, Bishopsgate Road",Farm / agricultural land,Public / private organisation,,498577,172037,Infested,,,,,Not infested,,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,SPHN issued,,,,,,,,Spraying,,,,,,
11969,"Meadows, Fairoak Lane, Oxshott",Residential garden,Private individual(s),,514908,161456,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11970,Merton Community orchard,Amenity,Public / private organisation,,525330,169708,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11971,"Roundshaw Allotments, Foresters Drive",Allotment,Local Authority,London Borough of Sutton,530329,162648,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11972,"Millenium Wood, Windsor Great Park",Woodland,Public / private organisation,The Crown Estate,498388,172494,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11973,Roxbourne Park,Park / public garden,Local Authority,London Borough of Hillingdon,511753,186896,Not infested,,,,,Not infested,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,
11974,Moorhead Way - Berkeley Homes Construction Site,Construction site,Public / private organisation,Berkeley Homes,540493,175735,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11975,Moreton Green,Woodland,Local Authority,London Borough of Merton,526372,167238,Infested,,,Not infested,Not infested,Not infested,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,Nest removal,
11976,"Royal Marsden Hospital, Downs Road, Sutton",Other,Public / private organisation,,526255,162000,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11977,"Mulberry Close, Waltham Forest",Street tree,Local Authority,London Borough of Waltham Forest,537435,193847,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11978,Mulberry Close Allotments (disused),Allotment,Local Authority,London Borough of Waltham Forest,537439,193840,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11979,Lippitts Hill,Road verge,Local Authority,City of London Corporation,539443,197487,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11981,"3 Deacon Close, Croydon",Residential garden,Private individual(s),,530422,162576,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11982,7 St Anne's Way,Residential garden,Private individual(s),,531974,163659,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11983,Shepperton Studios Car Park,Car park,Public / private organisation,Pinewood Studios,506439,169022,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11985,Nonsuch High School for Girls,School grounds,School,Nonsuch High School for Girls,523766,163439,Infested,,,,,Infested,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,,,,Spraying,Spraying,Spraying,Spraying,,,,,,
11986,Playing field north of South Norwood Lake,Park / public garden,Local Authority,London Borough of Croydon,534051,169667,Infested,,,,,Not infested,Not infested,Infested,,Infested,,,,,,Surveyed,Surveyed,,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,
11987,Nonsuch Palace Garden,Formal garden,Local Authority,London Borough of Sutton,523541,163415,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11988,"Southerns Farm, 173 Horton Road",Residential garden,Private individual(s),,504269,174522,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11989,"Southfields, Heath Road",Residential garden,Private individual(s),,514579,161438,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11990,"Oak Ridge, Blundel Lane, Stoke D'abernon",Residential garden,Private individual(s),,512949,159433,Not infested,,,,,Not infested,,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11991,Southover Partnership School,School grounds,School,The Southover Partnership School,519695,189035,Infested,,,,,Infested,Not infested,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,,
11992,St Barnabas Chapel Dulwich,Other,Public / private organisation,St Barnabas Chapel Dulwich,533287,174400,Infested,,,,,Not infested,Infested,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,
11993,"St Ebbas Hospital, Surrey And Borders NHS Trust",Other,Public / private organisation,"St Ebbas Hospital, Surrey and Borders NHS Trust",520261,162687,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11994,"St John the Evangelist Church, Auckland Road",Private garden / land,Public / private organisation,St John the Evangelist Church,533600,169774,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11995,St Mary's Catholic School,School grounds,School,St Marys Catholic School,527663,164823,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11997,"St. Andrew's Church, Old Church Lane",Private garden / land,Local Authority,London Borough of Brent,520588,186802,Infested,,,,,Infested,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,,,,Spraying,Spraying,Spraying,Spraying,,,,,,
11998,"St. Giles School, Pampisford Road",School grounds,School,Atm Giles school,531988,163618,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
11999,St. Teresa's Church,Private garden / land,Public / private organisation,Dean of Merton,526673,167207,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12000,Sevenacres Horse field,Farm / agricultural land,Private individual(s),,527449,159733,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12001,Stables - Riverbank,Stables / riding school,Public / private organisation,,504243,174302,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12002,"Stables, Hithermoor Road",Stables / riding school,Public / private organisation,,504301,174286,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12005,Stoke D'abernon Recreational Ground,Recreation ground / sports field,Local Authority,Elmbridge Borough Council,512598,159177,Infested,,,,,Not infested,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
12007,Stoneyfields Park,Park / public garden,Local Authority,London Borough of Barnet,520373,192903,Infested,,,,,Infested,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,,,,Spraying,Spraying,Spraying,Spraying,,,,,,
12011,"Strait Road, Beckton",Road verge,Local Authority,London Borough of Newham,543022,180912,Infested,,,,,Infested,Infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,,
12012,Pinewood Road,Street tree,Local Authority,Buckinghamshire County Council,501942,184146,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12013,"Fairoak Lane, Oxshott",Street tree,Local Authority,Elmbridge Borough Council,514617,161359,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12015,Stroude Farm,Farm / agricultural land,Private individual(s),,500358,169096,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12016,Stroude Road (Virginia Water) SPS,Private garden / land,Unknown,,500537,168982,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12017,Stroude Road Behind Gardens By field,Road verge,Local Authority,,500550,169109,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12018,Studio Walk,Woodland,Local Authority,Spelthorne Borough Council,506491,168774,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12020,"Studios Road, Shepperton",Road verge,Local Authority,Surrey County Council Highways Department,506550,168804,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12021,Sussex Road,Residential garden,Private individual(s),,508444,185551,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12022,Telford Road,Street tree,Local Authority,Surrey County Council Highways Department,511120,166928,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12023,TFL Land Railway Banks orientated NE-SW,Railway / underground,Network Rail,,521750,161352,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12025,The Clump And Pinewood Fields,Farm / agricultural land,Public / private organisation,Pinewood studios group,502134,184290,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12026,"The Dell, Bishopsgate Road",Residential garden,Private individual(s),,498200,172178,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12027,"The Firs, Portsmouth Road",Residential garden,Private individual(s),,512512,162297,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12028,"The Henley, 1 Broomfield Ride, Oxshott",Residential garden,Private individual(s),,514695,161267,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12029,The Homewood,Formal garden,Private individual(s),,512413,162422,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12030,"The King Alfred School, Manor Wood, North End Road",School grounds,School,King Alfred School,525988,187187,Infested,,,,,Not infested,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,
12031,The Klondyke Farm,Farm / agricultural land,Private individual(s),,500186,167478,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12032,The Lane,Road verge,Local Authority,Royal Borough of Greenwich,540457,175871,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12034,"The Moat, Windsor Great Park",Woodland,Public / private organisation,The Crown Estate,497386,173764,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12035,"The Nursery, Long Lane",Residential garden,Private individual(s),,506708,173079,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12036,"The Rectory, Woodmansterne Street, SM7 3NL",Residential garden,Public / private organisation,St Peter's Church,527539,160001,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12037,"The River Club, Old Malden Lane (B284)",Other open space,Public / private organisation,The River Club,520802,165697,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12038,20 The Riverhill Estate,Residential garden,Private individual(s),,520527,165705,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12040,"The Spinney, Oxshott, Leatherhead",Road verge,Local Authority,Elmbridge Borough Council,514536,161558,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12041,"The Woodman Pub, Woodmansterne Street",Residential garden,Private individual(s),,527448,159935,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12042,"Thicket Court, Thicket Road",Residential garden,Private individual(s),,526381,164835,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12043,"Three Oaks, Blundel Lane, Stoke D'abernon",Residential garden,Private individual(s),,512810,159333,Not infested,,,,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12047,"Tower Cottages, (off Upper Court), Portsmouth Road",Formal garden,Private individual(s),Mesila,512524,162221,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12049,Tram tracks Adjacent to Mitcham Golf Club,Railway / underground,TFL,Transport for London,528550,167521,Infested,,,,,Not infested,Infested,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,,,,,,,,,
12052,Trumps Green Close,Street tree,Local Authority,Surrey County Council,500181,167836,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12053,Trumps Green Road,Road verge,Local Authority,Surrey County Council Highways Department,500122,167587,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12054,"Tulk Field, Free Prae Road, Chertsey",Other open space,Local Authority,Surrey County Council,504370,166501,Infested,,,,,Infested,Infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,Nest removal,
12057,"Upper Court, Portsmouth Road",Residential garden,Public / private organisation,Almaty Worldwide Corporation,512361,162117,Infested,,,,,Infested,,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,,,,,,,,,,,,,,,,
12058,Vicarage Road Allotments,Allotment,Local Authority,,501631,171275,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12059,"Vicarage Road, Egham, TW20 8NL",Road verge,Local Authority,Surrey County Council,501709,171239,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12060,"Victor Seymour Infants School, Carshalton",School grounds,School,Victor Seymour Infants School,527809,165023,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,
12061,"Victory Close, Feltham",Park / public garden,Local Authority,Spelthorne Borough Council,506549,173082,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12062,Village Mews 1-15 Church Lane NW9,Residential garden,Private individual(s),Genesis Housing Association (Head Office),520606,186943,Not infested,,,,,Not infested,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,,,,,,,,Spraying,,,,,,,,
12064,"Virginia Water Allotments, Stroud",Allotment,Local Authority,Runnymede Borough Council,500506,168839,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12066,"White Cottage, 388 Stroud  Road",Residential garden,Private individual(s),,500369,168893,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12067,"White Lodge, 1 Pooley Green Road, Egham, TW20",Residential garden,Private individual(s),,501748,171360,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12068,Wilcox Gardens,Street tree,Local Authority,Spelthorne Borough Council,506490,168771,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12069,"Willow End, Fair Oak Close",Residential garden,Private individual(s),,514635,161551,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12071,"Windy Ridge, 1 Wildwood Rise",Residential garden,Private individual(s),,526355,187319,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,SPHN issued,,,,,,,,Spraying,,,,,,,
12072,Wingfield Primary School,School grounds,School,Wingfield Primary School,540549,175620,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12076,Winterdown Woods,Woodland,Local Authority,Elmbridge Borough Council,513200,162500,Infested,,,,,Infested,Infested,Infested,Infested,Infested,,,,,,Surveyed,Surveyed,Surveyed,Surveyed,,,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,,,,Spraying,Spraying,,,,,,,Nest removal,
12077,"Wisdom's Lodge, Windmill End, Epsom",Formal garden,Unknown,,521873,161301,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12081,Wooded Area West of Library,Woodland,Local Authority,City of London Corporation,528693,188145,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12082,"Woodfield Court, Benhill Wood Road, Sutton",Residential garden,Private individual(s),Centro PLC Ltd,526280,165155,Not infested,,,,,Not infested,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
12083,Woodland next to trumps Green Avenue,Woodland,Unknown,,499991,167645,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12084,Woodland Patch near Hyver Farm,Woodland,Unknown,,521406,195011,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12085,Woodland south of Arkley Caravan Park,Woodland,Public / private organisation,Mitchell's and Butlers,520989,195018,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12086,Woodlands Lane,Street tree,Local Authority,Surrey County Council Highways Department,513764,158701,Infested,,,,Not infested,Not infested,Infested,Infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,,,,,,,,
12087,Woodlands Primary School,School grounds,School,Woodlands Primary School,544538,185432,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12090,Woodmansterne Park Recreation Ground,Recreation ground / sports field,Local Authority,Reigate and Banstead Borough Council,527400,159921,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12091,Woodmansterne Street,Footpath,Local Authority,Reigate and Banstead Borough Council,527335,159715,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12092,Woods at Pooley Green Level Crossing,Woodland,Local Authority,Runnymede Borough Council,501710,171368,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12093,Wood South of Virginia Water station,Woodland,Local Authority,Runnymede Borough Council,500026,167743,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12095,"Woodstock House School Kisimul Group, Woodstock Lane, Long Ditton, KT6 5HN",School grounds,School,Woodstock House Kisimul Group,516943,165277,Infested,,,,,Infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12096,Wrythe Green,Amenity,Local Authority,London Borough of Sutton,527637,165150,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12099,Wymeswold 6 Morland Close NW11,Residential garden,Private individual(s),,525923,187311,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12100,Yeading Brook / St Andrews Close,Footpath,Local Authority,London Borough of Hillingdon,511705,186736,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12101,Yeoman Drive,Road verge,Local Authority,Spelthorne Borough Council,506420,173101,Infested,,,,,Not infested,,,Infested,,,,,,,Surveyed,,Surveyed,,,,,,,,,SPHN issued,,,,,,,,Spraying,,,,,,
12102,25 to 79 Honor Oak Rise,Residential garden,Local Authority,Southwark Council,535276,174262,Infested,,,,,Infested,Infested,,,,,,,,,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,,,,Spraying,Spraying,Spraying,Spraying,,,,,,
12104,372 Stroude Road,Residential garden,Private individual(s),,500482,168978,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12105,4 West Drive Sw16,Residential garden,Private individual(s),,529053,171724,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12106,1 Crosley Court West Drive Sw16,Residential garden,Private individual(s),,529013,171729,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12107,111 St James's Drive,Residential garden,Private individual(s),,527588,173394,Not infested,,,,,Not infested,,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12108,"Flat 7 Chestnut Court, 16 Ullathorne Road",Residential garden,Private individual(s),,529236,171598,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,
12109,166 Forest Hill Road,Residential garden,Private individual(s),,535225,174028,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12110,16b Honor Oak Rise,Residential garden,Private individual(s),,535384,174136,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12113,20 Clairview Road,Residential garden,Private individual(s),,528941,171479,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12114,56 Auckland Road,Residential garden,Private individual(s),,533655,169404,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12116,7 Althorp Road,Residential garden,Private individual(s),,527582,173385,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12117,8 North Drive,Residential garden,Private individual(s),,529179,171810,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12120,87 Balham Park Road,Residential garden,Private individual(s),,527789,173243,Not infested,,,,,Not infested,,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12121,89 Auckland Road,Residential garden,Private individual(s),Citizens Auckland Road Management Ltd,533507,169526,Not infested,,,,,Not infested,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,,,,,,,,Spraying,,,,,,,,
12122,"9 North Drive, SW16",Residential garden,Local Authority,London Borough of Wandsworth,529138,171804,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12123,"Aldergrove, Mott Street",Residential garden,Private individual(s),,539548,197777,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12125,Area of Land West of Crystal Palace Station Road,Road verge,Local Authority,London Borough of Bromley,534043,170534,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12126,Arqiva Croydon,Amenity,Public / private organisation,Arquiva Croydon,533192,169585,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12127,"Aspen Court, 88 Auckland Road",Residential garden,Private individual(s),,533618,169599,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12128,Blind Lane verge (West),Road verge,Local Authority,City of London Corporation,539284,197741,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12129,Cattlegate Road,Road verge,Local Authority,Enfield Council,530481,200243,Infested,,,,,Not infested,Not infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
12130,"Cemetery Lodge, Forest Hill Road",Residential garden,Private individual(s),,535043,174156,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12131,Chessington World of Adventures / Go Ape,Woodland,Public / private organisation,Chessington World of Adventures/ Go Ape,516654,161937,Infested,,,,,Infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12133,Claregate House,Residential garden,Private individual(s),,530924,200101,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12134,"Colson Way, Pringle Gardens SW16",Residential garden,Local Authority,London Borough of Wandsworth,529245,171717,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12136,Crews Hill Golf Club,Golf course,Public / private organisation,Crews Hill Golf Club,530806,200000,Infested,,,,,Infested,Not infested,Infested,Infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,,,,Spraying,Spraying,Spraying,Spraying,,,,,,
12137,East Lodge Lane,Road verge,Local Authority,Enfield Council,530477,200157,Infested,,,,,Not infested,Infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,,,,,Spraying,Spraying,Spraying,,,,,,
12138,Embankment near Wandsworth Common Station,Railway / underground,Network Rail,Network Rail Ltd,527570,173660,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
12139,Epsom Road,Road verge,Local Authority,Surrey County Council,519274,159029,Not infested,,,,,Not infested,Not infested,,,,,,,,,Surveyed,,,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,,
12140,EW Davis Farms Ltd,Farm / agricultural land,Public / private organisation,EW Davis Farms Ltd,539282,197761,Not infested,,,,,Not infested,,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
